Country Name	Aruba	Andorra	Afghanistan	Angola	Albania	United Arab Emirates	Argentina	Armenia	American Samoa	Antigua and Barbuda	Australia	Austria	Azerbaijan	Burundi	Belgium	Benin	Burkina Faso	Bangladesh	Bulgaria	Bahrain	"Bahamas, The"	Bosnia and Herzegovina	Belarus	Belize	Bermuda	Bolivia	Brazil	Barbados	Brunei Darussalam	Bhutan	Botswana	Canada	Central Europe and the Baltics	Switzerland	Channel Islands	Chile	China	Cote d'Ivoire	Cameroon	"Congo, Rep."	Colombia	Comoros	Cabo Verde	Costa Rica	Caribbean small states	Cuba	Curacao	Cayman Islands	Cyprus	Czech Republic	Germany	Djibouti	Dominica	Denmark	Dominican Republic	Algeria	Ecuador	"Egypt, Arab Rep."	Eritrea	Spain	Estonia	Ethiopia	Finland	Fiji	France	Faroe Islands	"Micronesia, Fed. Sts."	Gabon	United Kingdom	Georgia	Ghana	Gibraltar	Guinea	"Gambia, The"	Guinea-Bissau	Equatorial Guinea	Greece	Grenada	Greenland	Guatemala	Guam	Guyana	"Hong Kong SAR, China"	Honduras	Croatia	Haiti	Hungary	Indonesia	Isle of Man	India	Ireland	"Iran, Islamic Rep."	Iraq	Iceland	Israel	Italy	Jamaica	Jordan	Japan	Kazakhstan	Kenya	Kyrgyz Republic	Cambodia	Kiribati	St. Kitts and Nevis	"Korea, Rep."	Kosovo	Kuwait	Lao PDR	Lebanon	Liberia	Libya	St. Lucia	Liechtenstein	Sri Lanka	Lesotho	Lithuania	Luxembourg	Latvia	"Macao SAR, China"	St. Martin (French part)	Morocco	Monaco	Moldova	Madagascar	Maldives	Mexico	Marshall Islands	"Macedonia, FYR"	Mali	Malta	Myanmar	Montenegro	Mongolia	Northern Mariana Islands	Mozambique	Mauritania	Mauritius	Malawi	Malaysia	Namibia	New Caledonia	Niger	Nigeria	Nicaragua	Netherlands	Norway	Nepal	Nauru	New Zealand	Oman	Pakistan	Panama	Peru	Philippines	Palau	Papua New Guinea	Poland	Puerto Rico	"Korea, Dem. People’s Rep."	Portugal	Paraguay	Pacific island small states	French Polynesia	Qatar	Romania	Russian Federation	Rwanda	Saudi Arabia	Sudan	Senegal	Singapore	Solomon Islands	Sierra Leone	El Salvador	San Marino	Somalia	Serbia	Sao Tome and Principe	Suriname	Slovak Republic	Slovenia	Sweden	Swaziland	Sint Maarten (Dutch part)	Seychelles	Syrian Arab Republic	Turks and Caicos Islands	Chad	Togo	Thailand	Tajikistan	Turkmenistan	Timor-Leste	Tonga	Trinidad and Tobago	Tunisia	Turkey	Tuvalu	Tanzania	Uganda	Ukraine	Uruguay	United States	Uzbekistan	St. Vincent and the Grenadines	"Venezuela, RB"	British Virgin Islands	Virgin Islands (U.S.)	Vietnam	Vanuatu	West Bank and Gaza	Samoa	"Yemen, Rep."	"Congo, Dem. Rep."	Zambia	Zimbabwe
1967	58049	20755	10368600	5962831	1965598	171781	22932201	2332624	25116	62002	11799000	7376998	4832098	3235125	9580991	2733450	5343020	59625294	8310226	196203	152607	3619997	8785648	112699	52000	4237126	88853679	236620	112680	266293	631276	20412000	97043587	5991785	117475	8995410	754550000	4591238	6280743	1224041	20311369	214038	248733	1694711	4713767	8263547	138140	8518	591304	9852899	76951336	131403	67682	4835354	4125107	13354197	5566057	32456565	1670821	32682947	1318946	26280771	4605744	487911	50915456	37258	56324	553829	54943600	4005800	8057442	23901	4021880	416342	673893	282445	8684088	94962	41900	4993104	78409	671986	3722800	2486288	4339000	4445531	10216604	105907403	52995	519162069	2902450	26318116	8947399	198751	2745000	52900500	1803891	1320414	100725000	12120504	10154489	2736500	6695460	48440	47383	30130983	1135000	585831	2495093	2174850	1315119	1861661	99526	19691	11703000	970972	3044400	334995	2301220	227258	5033	14978905	23297	2918000	6072270	107488	47429553	18388	1644944	5706198	311550	25218375	522796	1173186	11882	8668529	1052285	783917	4262013	10111920	718622	96500	4144238	52468593	2189880	12598201	3784539	11307139	6102	2724100	660117	53594445	1393800	12282081	32826602	11081	2258877	31987155	2645674	13221826	8874520	2289579	1072397	100031	86161	19534242	128196000	3418313	5196349	9299545	3862783	1977600	145354	2399667	3383674	18228	3227245		67874	350755	4449367	1689528	7867931	411478		49911	5767478	5589	3436227	1855445	33778500	2659452	2008148	567330	79048	925918	4832923	32448404	7037	12406040	8580632	46060456	2750093	198712000	10894306	87736	10528054	9214	50800	39980000	78518		134194	5827223	18378189	3792864	4718612
1968	58385	21888	10599790	6066094	2022272	185312	23261273	2394635	25886	63176	12009000	7415403	4950977	3317315	9618756	2788551	5434040	61585520	8369603	200953	158629	3661642	8874552	116061	53000	4324066	91213009	237199	118176	273868	650730	20744000	97882394	6067714	118726	9187592	774510000	4794399	6437157	1259190	20905061	218794	257478	1746870	4770152	8413329	140298	8632	598491	9876346	77294314	140461	69042	4864883	4250026	13744383	5730908	33252275	1713846	33113134	1331214	26945459	4626469	498887	51276054	37718	58404	565878	55211700	4042300	8221021	24185	4094528	425509	686155	288701	8740765	94875	43400	5131461	80219	680068	3802700	2552200	4364000	4534233	10255815	108821565	54289	530274729	2915550	27032944	9260685	201488	2803000	53235750	1823706	1438986	101061000	12341412	10502250	2818300	6795514	49389	46399	30838302	1163000	639170	2554843	2210965	1348448	1941056	101181	20235	11992000	990869	3078850	335850	2323619	237129	5161	15335173	23296	2960000	6232704	109901	48893607	18965	1672401	5780834	307900	25853248	517481	1207108	12318	8860823	1083586	798413	4370664	10375877	737802	99500	4258415	53640547	2256779	12729721	3816486	11524132	6241	2748100	679593	55045897	1434660	12629333	33797041	11206	2313017	32294655	2662064	13608611	8836650	2350900	1099414	103385	93043	19799831	128928000	3527260	5389848	9598196	3975614	2012000	149926	2435197	3477702	18587	3311111		70040	359735	4483915	1704546	7912273	422266		51134	5963248	5563	3500778	1945781	34790945	2743461	2066889	577824	81096	931466	4933131	33196289	7128	12787494	8872866	46409007	2774771	200706000	11240523	88615	10881995	9422	54600	40856000	80669		137503	5937125	18913177	3916928	4874113
1969	58724	23061	10849510	6177703	2081695	205570	23605992	2456370	26615	64307	12263000	7441055	5066080	3392949	9646032	2846652	5528172	63422570	8434172	206469	164250	3702834	8960304	119260	54000	4413584	93585746	237911	123875	282210	671305	21028000	98602140	6136387	119971	9377005	796025000	5010962	6600479	1296137	21490948	223629	264885	1798315	4825706	8563191	142581	8831	606117	9896580	77909682	149891	70212	4891860	4376056	14144437	5899842	34038147	1758668	33441054	1345249	27653622	4623785	509659	51638260	38164	60167	578114	55441750	4080300	8397346	24438	4160375	435800	698917	292014	8772764	94682	44900	5274726	82042	687658	3863900	2620014	4387000	4622209	10298723	111800090	55554	541844848	2932650	27765239	9585576	203369	2877000	53537950	1844936	1553585	103172000	12550121	10867717	2894800	6902025	50303	45534	31544266	1191000	693876	2618246	2250609	1383305	2025282	102747	20765	12252000	1011308	3107321	337500	2343173	245310	5303	15687996	23348	3002000	6400454	112591	50423127	19622	1698140	5861411	304300	26504247	513340	1242213	12766	9058691	1115790	812405	4484456	10640347	758305	104000	4375837	54859201	2326136	12877984	3847707	11750914	6368	2772800	700729	56545924	1476478	12982444	34787588	11335	2371515	32548300	2684150	14009168	8757705	2412565	1125883	106858	100697	20009141	129664000	3640591	5601649	9909152	4093763	2042500	154876	2473165	3572667	18895	3385414		72240	366845	4518607	1713874	7968072	433709		52365	6166933	5573	3569778	2034909	35826803	2829641	2126749	589519	82879	937846	5031211	33969201	7213	13186560	9162773	46746668	2795044	202677000	11599763	89518	11235492	9620	58600	41773000	82941		140520	6047230	19458874	4047479	5036321
1970	59065	24279	11121097	6300969	2135479	235434	23973062	2518408	27292	65369	12507000	7467086	5178160	3457113	9655549	2907769	5624597	65048701	8489574	213102	169356	3745637	9040000	122179	55000	4505774	95982453	238847	129729	291457	693021	21324000	99133296	6180877	121196	9561868	818315000	5241914	6770967	1335090	22061214	228443	270197	1848873	4882583	8715123	144739	9144	613619	9858071	78169289	159667	71076	4928757	4503114	14550033	6072520	34808599	1805480	33814531	1360076	28414999	4606307	520529	52035095	38587	61433	590119	55663250	3967800	8596977	24661	4215442	447283	711828	290905	8792806	94430	46400	5423384	83880	695561	3959000	2691309	4411000	4708639	10337910	114834781	56712	553943226	2957250	28514011	9917982	204438	2974000	53821850	1869000	1654769	104345000	12757245	11252466	2959900	7022185	51181	44882	32240827	1219000	750184	2686025	2297403	1419728	2114264	104162	21266	12514000	1032240	3139689	339171	2359164	250997	5450	16039600	23484	3044000	6576301	115703	52029859	20397	1720798	5949043	302650	27166045	512407	1278825	13203	9262078	1148908	826000	4603739	10908634	780386	112000	4497355	56131844	2398095	13038526	3875763	11986974	6493	2810700	723850	58094239	1519293	13341071	35804731	11481	2434755	32664300	2718000	14410400	8680431	2474102	1152035	110496	109329	20250398	130404000	3754546	5836394	10232758	4217754	2074500	160292	2514151	3668592	19136	3445420		74251	371268	4538223	1724891	8042801	445844		53600	6378802	5632	3644911	2115521	36884914	2919586	2188499	602737	84370	945996	5127000	34772031	7296	13605504	9446024	47086758	2809799	205052000	11972994	90457	11587758	9802	63000	42729000	85388		143175	6156234	20009902	4185378	5206311
1971	59438	25560	11412821	6437645	2187853	275160	24366442	2580894	27916	66338	12937000	7500482	5287272	3507593	9673162	2971941	5723379	66417450	8536395	220808	173867	3790948	9115576	124792	54600	4600596	98402200	240038	135716	301653	715811	21645535	99638983	6213399	122413	9741579	841105000	5487594	6948847	1376189	22611988	233125	273053	1898366	4940523	8869961	147389	9583	620860	9826815	78312842	169370	71566	4963126	4631114	14960111	6248831	35561087	1854395	34191678	1376955	29246170	4612124	531601	52480421	38983	62107	601734	55896223	4009400	8827273	24844	4259102	460193	724863	284915	8831036	94180	47200	5577824	85728	703811	4045300	2766444	4435000	4793157	10367537	117921994	57711	566605402	2992050	29281130	10255904	206098	3069000	54073490	1895629	1739903	105697000	12966920	11657479	3022300	7167716	52020	44490	32882704	1247000	807900	2759634	2353569	1457714	2208125	105389	21726	12690000	1053524	3179041	342421	2376389	253881	5601	16389949	23722	3088000	6760352	119315	53719547	21310	1739525	6044532	302700	27836648	515449	1317049	13658	9468836	1182945	839230	4728693	11182078	804309	120000	4623121	57453734	2472656	13194497	3903039	12232454	6619	2853000	748971	59690467	1563113	13704333	36851055	11656	2503074	32783500	2762190	14812363	8643756	2535355	1177886	114311	119246	20461567	131155000	3868345	6096106	10568788	4348499	2112900	166214	2558395	3765252	19299	3477568		75989	372619	4557449	1738335	8098334	458717		54835	6599366	5750	3727382	2185661	37964925	3013956	2252386	618508	85520	956364	5208154	35608079	7379	14045757	9720365	47433807	2818269	207661000	12361237	91440	11937803	9969	71000	43725000	88023		145437	6262934	20563111	4331002	5385342
1972	59849	26892	11716896	6587647	2243126	324069	24782950	2643464	28490	67205	13177000	7544201	5393176	3547335	9711115	3039300	5825171	67578486	8576200	229588	177844	3838002	9188968	127148	54200	4698090	100844391	241441	141836	312712	739754	21993631	100363597	6260956	123611	9916558	862030000	5747633	7134374	1419305	23146803	237797	273788	1947048	4999973	9025299	147710	10137	628000	9867632	78688452	179212	71737	4991596	4759935	15377095	6428707	36302154	1905406	34502705	1392518	30135007	4639657	542811	52959228	39360	62298	613129	56086065	4205300	9083575	24991	4293208	474538	738117	274906	8888628	93937	48300	5737720	87585	712188	4123600	2845260	4457000	4876558	10398489	121059511	58563	579800632	3036850	30073845	10599846	209137	3148000	54381345	1925162	1811870	107188000	13176584	12083165	3088200	7331162	52823	44328	33505406	1278000	866747	2837967	2416743	1497356	2306668	106458	22153	12861000	1075281	3213622	346600	2395674	254282	5756	16740525	24052	3131000	6952383	123372	55480125	22340	1754954	6147459	302450	28517289	521785	1356669	14142	9679753	1217912	852053	4859569	11460080	829806	125500	4753054	58829319	2549779	13328593	3933004	12487785	6743	2903900	776379	61341255	1607835	14072476	37925400	11853	2576093	33055650	2817256	15214615	8630430	2596741	1203422	118279	130377	20657957	131909000	3983707	6382106	10918137	4485342	2152400	172599	2605837	3862132	19396	3490295		77536	371318	4596622	1752233	8122300	472337		56068	6828765	5924	3816299	2247575	39061999	3112041	2318070	636100	86349	968742	5294325	36475356	7459	14506496	9988321	47783013	2821437	209896000	12762439	92465	12286434	10125	76000	44758000	90824		147323	6370599	21120996	4484141	5573312
1973	60239	28231	12022514	6750215	2296752	382823	25213388	2705584	29014	67972	13380000	7586115	5496061	3582952	9741720	3110074	5930487	68658472	8620967	239860	181489	3885229	9257272	129294	53800	4798510	103320787	242980	148067	324465	765177	22369408	101120519	6307347	124728	10087377	881940000	6021405	7327874	1464052	23674505	242875	273211	1995744	5060335	9176051	146912	10785	635109	9922266	78936666	190536	71745	5021861	4889437	15804428	6611916	37046807	1958444	34817071	1405951	31028728	4666081	554109	53441264	39731	62289	624625	56194527	4242500	9350111	25121	4319502	489860	751512	262399	8929086	93629	49000	5901980	89463	720919	4241600	2928190	4478000	4960655	10432055	124242299	59326	593451889	3085950	30903565	10951169	212317	3278000	54751406	1956080	1873548	108079000	13382211	12529810	3153800	7478147	53605	44314	34103149	1308000	926817	2916148	2480426	1538882	2409101	107461	22562	13091000	1098033	3244438	350450	2415819	252845	5915	17097003	24440	3174000	7152391	127717	57283361	23440	1768996	6256192	302200	29209686	530220	1397305	14605	9901052	1253839	864819	4996861	11741849	855965	128500	4887484	60285453	2629503	13439322	3960612	12753028	6862	2961300	806989	63062204	1653257	14447649	39026082	12045	2652586	33357200	2878786	15603001	8633100	2659084	1228877	122355	142111	20835681	132669000	4102336	6697486	11283574	4625377	2193000	179354	2656380	3958616	19467	3526527		79026	368342	4641445	1766697	8136312	486656		57284	7066474	6132	3908729	2303345	40164969	3212446	2385039	652017	86985	982594	5388709	37366922	7538	14984973	10256342	48127170	2822084	211909000	13170848	93516	12636971	10263	84000	45825000	93761		148889	6487853	21690604	4644329	5768382
1974	60525	29514	12315553	6923749	2350124	451948	25644505	2766495	29491	68655	13723000	7599038	5596160	3623853	9772419	3184547	6040044	69837960	8678745	252139	185097	3930283	9317584	131306	53400	4902173	105846274	244539	154395	336677	792513	22774087	101946256	6341405	125680	10255074	900350000	6307936	7529704	1509880	24208022	248921	272509	2045580	5120227	9315371	148351	11494	642335	9988459	78967433	205157	71811	5045297	5019471	16247113	6798205	37815578	2013382	35154338	1418169	31855294	4690574	565386	53882416	40116	62477	636702	56229974	4279500	9604280	25266	4340748	505512	764974	249587	8962022	93151	49500	6069077	91381	730227	4334200	3015606	4497000	5047948	10478720	127465232	60098	607446519	3137500	31784896	11312304	215209	3377000	55110868	1985852	1929939	110162000	13577049	12997447	3223900	7561583	54382	44327	34692266	1339000	988267	2987544	2535503	1582584	2514373	108534	22984	13284000	1122484	3273894	355050	2437186	250550	6078	17466606	24835	3215000	7360271	132122	59090495	24536	1784395	6368351	301996	29916827	538902	1438423	14978	10141147	1290755	878042	5141138	12025930	881530	131000	5026744	61857023	2711847	13545056	3985258	13028248	6972	3023700	841947	64873705	1699114	14832839	40149959	12195	2730859	33678899	2939299	15960127	8754365	2723523	1254520	126483	153593	21029429	133432000	4226836	7045477	11668674	4764623	2229800	186338	2709797	4053958	19565	3644572		80670	365104	4689623	1776132	8159955	501596		58466	7311685	6346	4000511	2356623	41259539	3313144	2452528	661528	87609	997052	5493722	38272701	7613	15477155	10533627	48455120	2824069	213854000	13578783	94572	12994025	10380	90000	46918000	96793		150219	6626208	22282079	4810810	5967861
1975	60655	30706	12582954	7107334	2404831	531265	26066975	2825650	29932	69253	13893000	7578903	5693796	3676991	9800700	3262959	6154548	71247153	8720742	266686	188882	3971608	9367000	133261	53000	5009259	108431284	246033	160799	349146	822029	23209000	102862489	6338632	126417	10420590	916395000	6606395	7740196	1556406	24756969	256309	272575	2097410	5178940	9438445	149129	12238	649755	10058620	78673554	224182	72091	5059862	5149934	16709098	6987393	38624410	2070145	35530725	1429352	32568539	4711440	576592	54252574	40529	63146	649719	56225800	4311200	9831409	25443	4359735	521070	778482	238240	9046541	92453	49600	6237963	93354	740167	4461600	3107735	4514000	5140357	10540525	130724118	60941	621703641	3189550	32730555	11684585	217979	3455000	55441001	2013000	1985121	111940000	13756789	13486241	3292400	7551988	55169	44278	35280725	1369000	1051187	3047864	2575693	1628656	2621730	109770	23435	13496000	1149090	3301652	358950	2456130	248213	6291	17854614	25201	3251000	7575757	136434	60872399	25580	1803009	6482276	304222	30640635	546487	1479650	15232	10405000	1328687	892000	5292816	12311782	905647	132500	5171029	63565598	2796748	13666335	4007313	13313487	7070	3083100	882044	66791496	1745207	15229951	41295129	12280	2809692	34015199	2994000	16274740	9093470	2790964	1280578	130619	164333	21293583	134200000	4359166	7428705	12075841	4900491	2262600	193447	2765914	4147525	19732	3880955		82607	362651	4739105	1793581	8192437	517100		59600	7564000	6546	4088858	2410446	42334954	3412819	2520002	661634	88347	1011487	5611000	39185637	7685	15980265	10827071	48758986	2830172	215973000	13980997	95614	13360988	10476	94000	48030000	99879		151383	6793979	22902275	4983017	6170284
1976	60589	31781	12831361	7299508	2458526	622051	26477153	2882831	30325	69782	14033000	7565525	5789050	3744696	9818227	3345501	6274037	72930206	8758599	283843	192905	4008411	9411000	135145	53200	5119833	111076063	247444	167283	361862	853860	23518000	103770134	6302504	126906	10584237	930685000	6916302	7959500	1603446	25323412	265234	273625	2151492	5237098	9544268	149399	13020	657526	10125939	78336950	248619	72648	5072596	5280727	17190236	7179399	39478585	2128597	35939437	1439576	33144537	4725664	587523	54541493	40974	64386	663774	56211968	4342400	10023471	25666	4376768	536409	791959	228491	9188150	91435	49700	6408029	95386	751008	4518000	3204883	4530000	5238242	10598677	134010695	61900	636182810	3238050	33739231	12068195	220154	3533000	55718260	2037716	2039114	112771000	13920105	13995974	3358700	7431505	55980	44142	35848523	1400000	1115463	3094940	2598362	1676016	2730373	111211	23926	13717000	1177975	3328664	360731	2470989	245915	6530	18262366	25521	3284000	7799642	140582	62620087	26549	1825554	6596817	305774	31379308	552562	1520865	15316	10693688	1367640	906507	5454839	12599655	928228	134000	5320869	65426976	2884156	13774037	4026152	13608670	7156	3110500	927439	68818471	1791459	15639898	42461189	12284	2888509	34356300	3043854	16539029	9355810	2861582	1306944	134743	173759	21551634	135147000	4499720	7845300	12506035	5031849	2293300	200642	2824827	4239205	19981	4259636		84889	361368	4789507	1820249	8222286	533264		60704	7822610	6723	4173070	2464457	43386846	3511050	2587417	650490	89258	1025655	5742339	40100696	7752	16493435	11139772	49036202	2841436	218035000	14374729	96639	13739142	10544	96000	49158000	103024		152390	6994840	23556784	5160570	6373956
1977	60366	32769	13056499	7501320	2513546	722849	26878567	2938181	30690	70223	14192000	7568430	5882395	3825484	9830358	3432262	6398937	74848466	8804183	303236	197118	4041623	9463000	136991	53400	5233677	113776467	248785	173826	374801	887793	23796000	104589313	6281174	127190	10746328	943455000	7237451	8187840	1651134	25905124	275496	275479	2207727	5293790	9634677	149459	13840	665528	10186755	78159814	277622	73411	5088419	5411867	17690184	7374235	40377668	2188806	36370050	1450211	33614153	4738902	598258	54764462	41447	66110	678786	56193492	4372100	10189889	25922	4393551	551823	805481	220352	9308479	90187	49400	6579710	97476	762445	4583700	3306988	4532000	5341418	10648031	137322122	62934	650907559	3282200	34814231	12460997	221799	3613000	55955411	2059399	2091716	113863000	14070681	14527187	3423900	7222050	56815	43946	36411795	1430000	1180939	3131492	2606224	1724313	2840378	112826	24444	13942000	1208836	3355036	361358	2485073	243729	6778	18688782	25809	3312000	8031589	144645	64337694	27470	1851068	6712545	306970	32130696	557576	1562212	15293	11001909	1407621	921379	5627788	12891715	949734	136000	5476206	67425435	2973805	13856185	4043205	13913775	7235	3120200	977806	70953777	1837887	16061327	43650333	12225	2967620	34689050	3088690	16758826	9455675	2935375	1333634	138867	182370	21756096	136100000	4648070	8295384	12958110	5160313	2325300	207942	2886607	4328817	20301	4754149		87436	361053	4840501	1842377	8251540	550135		61742	8088148	6886	4254770	2518566	44416007	3608761	2655036	630151	90296	1039757	5889693	41020211	7816	17018013	11470741	49290087	2857107	220239000	14762133	97649	14127790	10596	93000	50295000	106223		153244	7226885	24242643	5343550	6580739
1978	60106	33746	13222547	7717139	2566266	827394	27277742	2991954	31105	70508	14358000	7562305	5975045	3917866	9839534	3523270	6530820	76948378	8814032	323511	201511	4073480	9525000	138972	53600	5350320	116532153	250035	180357	387731	923305	24036000	105304312	6281738	127394	10907901	956165000	7569558	8425707	1699781	26502172	286583	278152	2266153	5350330	9711393	148341	14663	673252	10242098	78091820	308213	74239	5104248	5543520	18212331	7571953	41324806	2251129	36872506	1460188	34053431	4752528	609348	54947975	41946	68221	694734	56196504	4397700	10354490	26185	4416074	567828	819371	215284	9429959	89070	49200	6754258	99628	773227	4667500	3413426	4556000	5450550	10684822	140665859	63918	665936435	3329100	35977589	12859226	223537	3690000	56155143	2080307	2146662	114898000	14215111	15081598	3487100	6982522	57664	43704	36969185	1460000	1247597	3164146	2604875	1775200	2952877	114551	24963	14190000	1241159	3379514	362007	2497921	242458	7035	19133462	26086	3339000	8268902	148797	66025613	28399	1877687	6831530	310182	32895739	562065	1603908	15390	11320103	1448664	933499	5807170	13191699	970569	137500	5635954	69512233	3065118	13941700	4058671	14228941	7311	3121200	1032799	73204087	1884512	16491087	44866279	12151	3047769	34965600	3129421	16953621	9558250	3012833	1361129	143033	192018	21951464	137060000	4804375	8785326	13429688	5289445	2353600	215353	2951001	4415625	20663	5289049		90095	361463	4890125	1862548	8275599	567560		62707	8363346	7057	4336389	2576468	45423442	3707624	2723006	606295	91360	1054109	6049539	41953105	7883	17556148	11817951	49525597	2875970	222585000	15148932	98634	14525929	10663	96000	51436000	109429		154010	7485921	24948113	5532350	6796946
1979	59978	34819	13283279	7952882	2617832	927303	27684530	3044564	31670	70553	14514000	7549425	6068531	4018927	9848382	3618509	6671659	79141947	8825940	342829	206038	4107135	9584000	141308	53800	5469123	119341444	251176	186786	400378	959666	24277000	105924838	6294365	127694	11070198	969005000	7912390	8673666	1749859	27113510	297765	281555	2326708	5409054	9777287	147851	15447	680013	10292341	78126350	336254	74923	5116801	5675930	18760761	7772652	42321740	2316054	37201123	1468333	34569428	4764690	621541	55130594	42468	70550	711544	56246951	4430200	10550770	26409	4451872	585155	834068	215014	9548258	88571	49600	6933492	101846	781677	4929700	3523283	4571000	5566265	10704152	144053516	64680	681358553	3373750	37256771	13257910	225735	3786000	56317749	2104141	2208562	115870000	14362417	15661414	3552000	6795102	58509	43450	37534236	1491000	1315428	3202270	2602573	1830963	3069540	116292	25447	14472000	1274216	3397842	362856	2505953	243073	7303	19595092	26391	3366000	8507958	153285	67688533	29416	1902718	6956779	313342	33675835	566888	1646291	15906	11635174	1490811	949888	5986639	13504433	991365	138500	5798584	71619216	3157356	14038270	4072517	14554356	7393	3109000	1091855	75575981	1931393	16924758	46113992	12127	3130125	35247217	3168088	17151321	9661265	3094479	1390041	147299	205244	22090488	138027000	4968628	9323290	13917268	5424299	2383500	222905	3017670	4498757	21026	5758961		92652	362137	4938973	1882599	8293678	585335		63594	8651904	7262	4421448	2642845	46412310	3809991	2791575	586886	92299	1069199	6215690	42912350	7959	18110990	12177677	49750150	2896021	225055000	15543520	99589	14931741	10788	96000	52574000	112579		154763	7765087	25656486	5727577	7031159
1980	60096	36063	13211412	8211950	2671997	1016789	28105889	3096298	32456	70301	14692000	7549433	6163990	4126544	9859242	3718024	6822840	81364176	8861535	359902	210660	4144726	9643000	144151	54670	5589572	122199721	252197	193057	412561	996331	24593000	106564905	6319408	128213	11234340	981235000	8265549	8932121	1801688	27737905	308518	285599	2389309	5471020	9835177	148041	16164	685406	10304193	78288576	358960	75313	5123027	5809271	19337723	7976449	43369552	2383858	37439035	1477219	35239974	4779535	635256	55340782	43010	72967	729165	56314216	4467700	10802025	26568	4506559	604371	849886	220605	9642505	89004	50200	7118628	104131	786614	5063100	3635862	4588000	5688832	10711122	147490366	65108	697229745	3412800	38668222	13653358	228138	3878000	56433883	2133000	2280670	116782000	14518924	16267906	3617400	6718241	59340	43205	38123775	1521000	1384342	3252701	2605294	1892529	3191304	117984	25869	14747000	1307403	3413202	364150	2511701	246236	7580	20071902	26746	3396000	8746516	158282	69330974	30581	1924194	7090125	316645	34470694	572608	1689622	17048	11936379	1534085	966039	6163225	13833739	1012761	140050	5963159	73698096	3249910	14149800	4085620	14890080	7488	3112900	1154375	78071984	1978575	17359118	47396966	12197	3215483	35574150	3206000	17372167	9766312	3180628	1420689	151702	223715	22242653	139010000	5140786	9912917	14418063	5568651	2413945	230614	3086406	4577683	21363	6089707		94953	362777	4979815	1901315	8310531	603373		64400	8956156	7525	4512795	2720838	47385325	3917642	2861000	577580	93007	1085308	6384000	43905790	8051	18684893	12547754	49968811	2915775	227225000	15951899	100506	15343917	11003	97000	53700000	115634		155554	8059381	26357407	5929497	7289083
1981	60567	37502	12996923	8497950	2726056	1093108	28543366	3145885	33488	69750	14927000	7568710	6261942	4239673	9858982	3822206	6985158	83599582	8891117	374125	215404	4185074	9710000	147566	55050	5711598	125107382	253080	199136	423887	1033073	24900000	107187982	6354074	128988	11400489	993885000	8629121	9201146	1855391	28375995	318659	290428	2454127	5531599	9884219	148629	16795	689173	10300591	78407907	374683	75376	5121572	5943591	19943667	8183194	44465918	2453689	37740556	1487666	36093319	4799964	650957	55585824	43559	75462	747593	56333829	4504500	11117608	26651	4584305	625413	866947	232934	9729350	90575	51000	7310397	106486	787728	5183400	3750843	4608000	5818673	10711848	150978841	65128	713561406	3453000	40209077	14046273	230755	3956000	56501675	2162300	2365665	117648000	14683789	16901181	3685800	6774509	60137	42978	38723248	1552000	1452383	3317570	2615753	1961795	3318560	119593	26221	14847000	1340694	3432947	365225	2519421	252258	7868	20564359	27165	3429000	8983494	163834	70950741	31895	1941445	7233877	318982	35279907	579445	1733479	18906	12228508	1578585	980462	6327344	14180093	1034446	142650	6129762	75729572	3342666	14247208	4099702	15237302	7597	3124900	1220548	80691701	2026057	17792551	48715592	12383	3304188	35898587	3242552	17623335	9851362	3271454	1453544	156240	248053	22415169	139941000	5313908	10556936	14935471	5723541	2532835	238488	3155368	4652058	21666	6251730		96947	363309	5016105	1906531	8320503	621314		65128	9277263	7855	4610964	2812071	48336894	4030104	2931343	580556	93452	1102562	6555185	44936836	8160	19279543	12927007	50221000	2935036	229466000	16375135	101378	15761800	11316	98000	54722000	118578		156435	8369708	27049145	6138069	7571965
